name,Zip code,numRev,Score,Cleanliness,Comfort,Facilities,Staff,Value for money,Free WiFi,Location,good Fitness Center,Daily Housekeeping,Heating,Fitness Center,Room Service,Family Rooms,Parking,Airport Shuttle,Laundry,Free WiFi.1,Air Conditioning,Pet Friendly,Elevator,Facilities for Disabled Guests,Bar,Non-smoking Rooms,Restaurant,24-Hour Front Desk,WiFi,Dist
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,10004.0,977.0,8.8,9.1,8.9,8.6,8.7,8.3,8.5,8.9,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,4.3
Fifty Hotel & Suites by Affinia,10022.0,1302.0,8.2,8.4,8.3,7.9,8.2,7.5,8.0,8.9,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1.0
IBEROSTAR 70 Park Avenue Hotel,10016.0,2008.0,8.3,8.3,8.3,7.7,8.6,7.8,8.9,9.2,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1.3
Courtyard by Marriott New York Manhattan/Chelsea,10001.0,961.0,8.5,8.9,8.5,8.2,8.4,7.8,8.7,9.1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1.5
Best Western Bowery Hanbee Hotel,10013.0,1022.0,8.0,8.2,7.8,7.5,8.6,7.6,8.2,9.0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,3.1
Hotel on Rivington,10002.0,549.0,8.4,8.6,8.6,8.0,8.4,7.8,8.7,8.8,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,3.1
Athenas Domus CS 6E,10011.0,13.0,9.5,10.0,9.6,9.6,9.2,9.1,10.0,9.4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2.0
Hampton Inn Manhattan - Times Square South,10018.0,1092.0,8.2,8.4,8.0,7.9,8.5,7.6,8.2,8.7,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1.0
Tribeca Lofts,10013.0,36.0,8.1,8.4,8.1,7.4,7.9,7.4,7.5,9.2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,3.1
Cambria Hotel New York - Chelsea,10001.0,1816.0,8.8,8.7,8.8,8.5,9.2,8.3,9.2,9.2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1.6
JW Marriott Essex House New York,10019.0,551.0,7.9,8.0,8.0,7.5,8.0,6.5,7.1,9.3,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1150.0
Hampton Inn Manhattan-35th Street/Empire State Building,10001.0,1760.0,8.6,8.6,8.4,8.1,8.9,8.0,8.2,9.4,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1.3
Hilton Garden Inn New York Times Square South,10018.0,853.0,8.7,9.0,8.8,8.5,8.7,8.2,8.2,8.9,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1.1
Sheraton Tribeca New York Hotel,10013.0,2791.0,7.8,7.8,7.9,7.4,8.1,7.3,8.4,8.3,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,3.1
Wellington Hotel,10019.0,7288.0,7.7,7.8,7.5,6.9,7.6,7.2,4.2,9.1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1500.0
The London NYC,10018.0,1514.0,8.2,8.4,8.5,7.9,8.1,7.4,8.7,9.1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1800.0
Broadway Plaza Hotel,10001.0,764.0,8.5,8.8,8.5,7.9,8.8,8.0,7.6,9.0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1.7
Eurostars Wall Street,10005.0,980.0,7.9,7.8,7.9,7.5,8.3,7.6,8.4,8.5,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,4.3
Sanctuary Hotel New York,10036.0,1222.0,8.6,8.9,8.3,8.1,9.2,7.8,8.8,9.5,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0.7
InterContinental New York Barclay Hotel,10017.0,2344.0,8.8,9.2,9.1,8.7,8.6,8.1,6.6,9.3,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1.0
Aloft Manhattan Downtown - Financial District,10038.0,1515.0,8.3,8.7,8.3,8.0,8.3,7.7,9.0,8.6,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,3.7
EVEN Hotel New York Times Square South,10001.0,1203.0,9.0,9.4,9.1,9.0,9.2,8.2,9.1,9.1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1.2
"The Lexington, Autograph Collection",10018.0,2766.0,8.2,8.4,8.1,8.0,8.2,7.5,8.4,9.0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1.0
The Mark New York,10075.0,321.0,9.0,9.4,9.2,9.1,9.1,7.8,8.9,9.4,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1.1
Studios Midtown Manhattan,10001.0,325.0,8.5,8.6,7.8,8.1,9.1,8.1,9.3,9.4,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1.5
Hilton Times Square,10036.0,1956.0,8.5,8.7,8.7,8.3,8.3,7.7,5.9,9.2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0.9
Holiday Inn Express New York City Chelsea,10001.0,2934.0,8.1,8.3,7.7,7.6,8.4,7.5,8.6,8.7,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1.5
Oakwood at the Nash,10016.0,428.0,8.8,8.8,8.9,8.8,8.5,8.6,9.2,9.1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1.5
Andaz Wall Street-a concept by Hyatt,10005.0,558.0,8.7,8.7,8.8,8.6,8.9,8.3,8.9,8.8,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,4.3
Room Mate Grace Boutique Hotel,10036.0,2001.0,8.7,8.8,8.5,8.4,9.1,8.0,8.7,9.6,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0.8
DoubleTree by Hilton NYC - Financial District,10004.0,3976.0,7.9,8.0,7.9,7.4,8.1,7.4,8.5,8.4,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,4.3
Big 3 BDR Apt Times Square 9th Ave,10018.0,27.0,8.1,7.8,7.9,7.7,8.4,7.5,9.1,9.0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1.0
East Village Hotel,10003.0,904.0,8.0,7.8,7.8,7.6,8.1,7.7,9.1,9.0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2.8
The Smyth,10007.0,394.0,8.5,9.0,8.7,8.2,8.6,7.7,9.0,9.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,3.7
The James New York - NoMad,10016.0,514.0,8.2,8.4,8.4,7.7,8.3,7.7,8.6,8.9,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1.6
Conrad New York,10282.0,1078.0,9.1,9.5,9.4,9.1,8.9,8.4,9.0,9.1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,3.7
La Quinta Inn & Suites Manhattan,10001.0,6434.0,8.0,8.3,7.8,7.5,7.9,7.5,8.6,8.9,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1.5
Four Points by Sheraton Manhattan SoHo Village,10014.0,1368.0,8.1,8.2,7.9,7.6,8.7,7.6,8.7,8.6,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,3.1
Residence Inn by Marriott New York Downtown Manhattan/World Trade Center Area,10007.0,1380.0,8.8,8.9,8.9,8.6,8.9,8.1,8.8,9.2,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,3.7
Kimpton Ink48 Hotel,10036.0,800.0,8.7,9.2,9.0,8.8,9.0,8.1,8.0,8.4,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0.8
Hilton Garden Inn West 35th Street,10001.0,1985.0,8.6,8.7,8.5,8.2,8.7,8.0,8.4,9.4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1.3
Hilton New York Fashion District,10001.0,1216.0,8.2,8.5,8.2,7.9,8.3,7.5,8.3,8.8,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1.7
Leon Hotel,10002.0,1390.0,8.3,8.7,8.5,7.8,8.6,8.1,7.2,8.3,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,3.1
Kimpton Hotel Eventi,10001.0,827.0,8.7,9.0,8.9,8.7,8.8,7.9,8.3,9.1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1.5
INNSIDE by Melià New York Nomad,10001.0,1405.0,8.6,8.7,8.6,8.5,8.8,7.8,8.7,9.0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1.6
The Hotel at Times Square,10036.0,7343.0,7.9,7.9,7.8,7.5,7.6,7.6,8.5,9.2,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0.8
AKA United Nations,10017.0,135.0,9.2,9.3,9.5,9.3,9.4,8.4,9.5,9.3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1.2
Hilton Garden Inn New York/Manhattan-Chelsea,10001.0,1111.0,8.3,8.5,8.1,7.9,8.6,7.7,7.6,9.0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1.6
Staybridge Suites - Times Square - New York City,10018.0,2691.0,8.2,8.1,8.1,7.9,8.4,7.6,8.0,8.8,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1.0
Viceroy Central Park New York,10019.0,1349.0,7.9,8.2,7.8,7.4,8.3,6.9,7.3,9.0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1650.0
The Iroquois New York,10036.0,692.0,8.9,9.2,8.7,8.4,9.2,8.0,8.8,9.6,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0.9
Hotel 48LEX New York,10017.0,759.0,8.4,8.5,8.6,8.0,8.6,7.5,8.6,9.1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1.0
Moderne Hotel,10019.0,735.0,8.6,8.6,8.2,7.9,9.1,8.1,8.9,9.5,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1150.0
Hilton Garden Inn Times Square,10019.0,1928.0,8.3,8.5,8.4,7.8,8.2,7.6,8.4,9.2,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,2950.0
Gramercy Park Hotel,10010.0,319.0,8.4,8.9,8.7,8.4,8.3,7.3,8.2,9.1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,2.1
Crosby Street Hotel,10012.0,232.0,9.4,9.8,9.7,9.5,9.5,8.1,9.4,9.7,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,3.1
Hilton Garden Inn Times Square Central,10036.0,1448.0,8.3,8.5,8.3,8.0,8.1,7.6,8.6,9.3,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0.9
The Kimpton Muse Hotel,10036.0,897.0,8.9,9.2,8.9,8.6,9.0,8.0,7.3,9.4,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0.7
Hampton Inn Manhattan-Times Square North,10019.0,1676.0,8.2,8.2,8.2,7.9,8.3,7.6,8.1,9.1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,2150.0
Hilton Garden Inn New York Manhattan Midtown East,10022.0,926.0,8.4,8.7,8.4,8.1,8.7,7.9,8.3,8.8,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1.0
Mondrian Park Avenue,10016.0,268.0,8.8,9.2,8.9,8.5,9.1,8.2,9.1,9.1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1.6
Hampton Inn Manhattan/Downtown- Financial District,10004.0,704.0,8.3,8.7,8.2,8.0,8.5,7.8,7.9,8.5,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,4.3
Hilton Garden Inn New York/Tribeca,10013.0,612.0,8.2,8.4,8.0,7.9,8.5,7.7,7.8,8.8,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,3.1
The Gregory,10001.0,2155.0,7.9,8.0,7.8,7.3,8.1,7.2,7.4,9.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1.3
Crowne Plaza HY36 Midtown Manhattan,10018.0,348.0,8.7,9.2,8.9,8.6,8.9,7.9,8.7,8.9,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1.2
Hotel 32 32,10016.0,1275.0,8.0,8.2,7.9,7.6,8.3,7.3,8.1,8.7,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1.5
Residence Inn by Marriott New York Manhattan/ Midtown Eastside,10017.0,874.0,8.8,9.1,8.9,8.7,9.0,8.2,8.5,9.2,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1.1
Hampton Inn Manhattan Chelsea,10011.0,781.0,8.6,8.8,8.5,8.3,8.9,8.2,8.6,9.0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1.8
Hampton Inn Times Square Central,10036.0,2443.0,8.8,9.0,8.8,8.5,9.0,8.2,8.5,9.5,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0.9
Bentley Hotel,10065.0,1507.0,7.8,8.1,7.8,7.3,8.2,7.3,4.4,7.7,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1.4
Madison LES Hotel,10002.0,6.0,8.6,8.3,8.8,8.3,9.2,7.9,8.8,3.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,3.7
The Watson Hotel,10019.0,8697.0,7.8,7.8,7.7,7.4,7.8,7.5,7.7,8.5,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1650.0
DoubleTree by Hilton Metropolitan New York City,10022.0,4065.0,7.8,8.0,7.8,7.3,7.6,7.2,7.9,8.8,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1.0
East Village Apartments,10003.0,92.0,9.5,9.8,9.4,9.7,9.9,8.7,9.5,9.3,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,3.0
Q&A Residential Hotel,10005.0,466.0,9.1,9.1,9.4,9.2,9.0,8.6,9.1,9.1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,4.3
DoubleTree by Hilton - Chelsea,10001.0,1544.0,7.9,7.9,7.7,7.3,8.4,7.4,8.1,8.6,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1.6
Holiday Inn Express - Times Square,10018.0,2404.0,7.8,7.9,7.5,7.3,8.2,7.2,8.4,8.6,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1.0
Sheraton New York Times Square Hotel,10018.0,1873.0,7.6,7.8,7.5,7.3,7.5,6.6,5.1,8.9,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,2150.0
The Gotham Hotel,10017.0,643.0,8.1,7.9,8.1,7.5,8.5,7.2,8.0,9.1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0.9
Hotel Edison Times Square,10036.0,13138.0,7.5,7.7,7.2,6.8,7.7,6.8,4.9,9.2,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0.7
Hotel Belleclaire,10024.0,2891.0,7.8,8.0,7.5,7.2,8.4,7.2,7.5,8.7,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1.0
"Hampton Inn Manhattan-SoHo, NY",10013.0,2445.0,7.9,8.0,7.8,7.6,8.1,7.5,8.3,8.5,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,3.1
Dream Downtown,10011.0,1575.0,7.8,8.1,7.6,7.8,7.7,6.7,7.7,8.8,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,2.1
Wingate by Wyndham Manhattan Midtown,10001.0,1462.0,7.6,7.4,7.5,7.1,7.4,7.1,7.0,8.8,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1.2
Cassa Hotel Times Square,10018.0,3892.0,8.1,8.1,8.1,7.7,8.9,7.4,8.7,8.4,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1.1
Shoreham Hotel,10019.0,1529.0,7.5,7.7,7.0,6.7,8.0,6.8,3.8,9.1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,2600.0
Today House - Times Square North,10019.0,21.0,9.3,9.1,9.1,9.2,9.2,9.1,7.5,10.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,2600.0
Tiffini,10027.0,126.0,8.8,9.0,8.7,8.5,9.4,8.6,9.5,8.6,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,3.1
Your Home in Harlem,10027.0,149.0,8.9,9.2,9.1,8.8,9.5,8.9,9.1,8.2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,3.1
Dylan Hotel NYC,10017.0,1487.0,7.9,7.9,7.8,7.4,8.1,7.5,8.6,9.0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1.1
Empire Hotel,10023.0,3407.0,7.5,7.6,7.2,6.9,7.8,6.8,5.0,8.9,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1300.0
Home NYC,10026.0,101.0,9.7,9.8,9.9,9.9,9.9,9.6,10.0,9.3,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,3.0
Private Room in Time Square,10036.0,68.0,9.0,8.8,8.2,8.6,9.6,8.8,9.6,9.8,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0.8
Millennium Broadway Times Square,10036.0,3536.0,7.8,7.6,7.7,7.3,7.9,7.0,7.9,9.2,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0.8
Midtown East Deluxe 2 Bedroom Apartment,10022.0,21.0,7.5,7.8,7.8,7.0,7.3,6.6,7.5,8.7,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1.2
The Gatsby Hotel,10002.0,95.0,7.7,8.0,7.2,7.0,8.5,7.1,7.7,8.6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,3.1
Hotel Central Fifth Avenue,10036.0,1850.0,7.6,7.7,7.1,6.8,7.7,7.1,8.6,9.2,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0.9
Cachet Boutique Hotel NYC,10036.0,1318.0,7.9,8.1,7.9,7.6,8.1,7.3,8.0,8.6,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1.0
La Quinta Inn & Suites New York City Central Park,10023.0,3015.0,7.5,7.8,6.7,6.9,8.2,6.9,8.3,8.8,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0.6
Beautiful Manhattan Apartment,10128.0,15.0,7.7,7.7,7.2,7.5,8.8,6.8,8.3,4.0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,2.0
Fairfield Inn & Suites by Marriott New York Manhattan/Fifth Avenue,10018.0,1403.0,8.4,8.5,8.0,7.9,8.8,7.8,8.7,9.3,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1.2
Holiday Inn Manhattan 6th Ave - Chelsea,10001.0,2190.0,7.6,7.8,7.3,7.1,8.1,7.1,7.9,8.4,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1.7
The Hotel @ New York City,10016.0,3852.0,7.5,7.7,7.6,7.0,7.3,7.3,6.9,8.3,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1.7
"Perfect 3 BR, Midtown East, Doorman Apt",10022.0,14.0,7.2,7.7,6.8,6.8,7.2,7.0,7.5,8.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1.1
"Hudson New York, Central Park",10019.0,9620.0,7.2,7.4,6.5,6.8,7.5,6.3,7.8,8.7,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1000.0
Washington Jefferson at Times Square,10019.0,1317.0,7.7,7.9,6.9,6.8,8.5,6.8,7.6,9.0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,2300.0
Heritage Hotel New York City,10010.0,3316.0,7.2,7.2,6.7,6.5,7.5,6.7,7.6,8.6,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1.8
Solita Soho Hotel,10013.0,669.0,7.7,7.8,7.3,7.0,8.3,7.4,8.6,8.7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3.1
The Gallivant Times Square,10036.0,6556.0,7.2,7.2,6.9,6.6,7.1,6.6,7.7,9.1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,3100.0
Concorde Hotel New York,10022.0,77.0,9.2,9.5,9.2,8.6,9.5,8.8,8.3,9.4,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0.8
Times Square Lux Highrise,10036.0,104.0,7.0,6.9,7.1,7.1,6.7,6.3,8.8,8.0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1.0
Days Inn by Wyndham Hotel New York City-Broadway,10025.0,5582.0,6.8,6.6,6.4,6.1,7.3,6.3,6.7,7.8,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1.8
Westgate New York City,10017.0,1438.0,7.5,7.7,7.5,7.0,7.6,6.9,5.7,8.3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1.4
Midtown East Spacious Apartment,10022.0,53.0,6.5,5.8,5.8,5.8,6.4,6.3,9.0,8.6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1.1
Amsterdam Court Hotel,10019.0,1861.0,7.3,7.0,6.6,6.3,8.0,6.7,4.9,9.1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,2600.0
Hotel Stanford NYC,10001.0,2962.0,8.0,8.0,7.6,7.2,8.2,7.5,6.7,9.2,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1.4
Night Hotel Times Square,10036.0,2946.0,7.5,7.7,6.7,6.9,8.0,6.8,8.2,9.2,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0.7
Spacious Apartment in Prime Location,10024.0,22.0,7.6,7.3,7.6,7.5,7.6,7.6,10.0,8.2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1.3
DoubleTree by Hilton New York Times Square South,10018.0,1533.0,7.4,7.5,7.1,6.9,8.0,6.7,7.9,8.0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1.2
Hotel Marrakech,10025.0,3182.0,6.8,6.7,6.2,6.0,7.8,6.4,6.9,7.8,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,2.3
The Ludlow Hotel,10002.0,1568.0,9.1,9.5,9.2,9.1,9.1,8.3,9.5,9.3,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,3.1
The Quin,10019.0,1771.0,8.8,9.0,8.8,8.5,9.1,7.8,9.1,9.5,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1800.0
The Marlton Hotel,10011.0,1359.0,8.7,9.2,8.4,8.4,8.9,7.8,9.2,9.5,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,2.6
FiDi 3bed/2baths,10038.0,5.0,8.2,8.5,7.5,8.5,8.5,7.0,9.0,2.0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,3.7
Hotel Beacon,10023.0,3175.0,8.8,8.9,9.0,8.6,8.8,8.3,9.0,9.4,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0.9
Beautiful apartment next to Central Park,10024.0,34.0,7.2,6.5,7.4,7.0,7.2,6.6,9.2,8.6,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1.3
The Pearl Hotel,10019.0,1587.0,9.0,9.2,8.9,8.7,9.2,8.0,9.0,9.6,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,2800.0
Soho Grand Hotel,10013.0,1949.0,8.5,8.7,8.5,8.3,8.7,7.7,8.4,9.3,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,3.1
Oakwood Aurora Midtown East,10016.0,6.0,8.6,8.8,9.6,9.2,7.9,7.5,8.8,2.0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1.5
The Wagner Hotel,10004.0,122.0,9.3,9.6,9.5,9.1,9.5,8.6,7.9,9.5,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,4.3
Washington Square Hotel,10011.0,1578.0,8.6,8.8,8.3,8.1,9.0,7.9,8.9,9.6,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,2.6
Carnegie Hotel,10019.0,1226.0,8.9,9.4,8.8,8.5,9.1,8.1,9.0,9.6,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1500.0
Pod 39,10016.0,7718.0,8.2,8.7,7.5,7.8,8.3,7.6,8.7,9.1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1.3
Murray Hill East Suites,10016.0,39.0,8.7,7.9,8.6,8.1,9.4,8.4,7.7,9.6,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1.3
YOTEL New York Times Square,10036.0,2706.0,8.3,8.5,8.2,8.1,8.3,7.7,8.8,8.8,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1.0
The Manhattan Club,10019.0,650.0,8.5,8.6,8.5,8.1,8.3,7.8,8.6,9.4,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1150.0
Luxury Suites in Murray Hill,10016.0,17.0,8.3,8.5,8.2,8.0,7.8,8.1,10.0,9.0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1.6
The Knickerbocker,10036.0,2319.0,8.8,9.0,9.1,8.7,8.8,7.8,9.2,9.5,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0.9
Pod Times Square,10036.0,3907.0,8.7,9.1,8.3,8.3,8.9,8.2,8.9,9.4,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0.9
3 BEDROOM 1 BATHROOM TIMES SQUARE D,10019.0,29.0,8.2,7.9,7.8,7.8,8.3,8.3,8.8,9.3,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,2300.0
